編號, 發生星期, GPS經度, GPS緯度, 天候代碼, 天候名稱, 光線代碼, 光線名稱, 路面狀況-路面狀態代碼, 路面狀況名稱, 當事者性別代碼, 當事者性別名稱, 當事者年齡, 車種代碼, 車種名稱, 保護裝備代碼, 保護裝備名稱, 飲酒情形代碼, 飲酒情形名稱, 事故類別名稱
10608BFY00B0338,二,120.973759,24.80414,7,陰,1,日間自然光線,5,乾燥,2,女,35,30,機車, , ,  , ,A2
10608BFY00B0339,二,120.977878,24.763565,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,54,30,機車, , ,  , ,A2
10608BFY00B0340,二,120.964943,24.799309,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,52,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0341,二,120.9689,24.819642,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,25,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0342,三,120.933543,24.781935,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,23,20,小客車, , ,  , ,A2
10608BFY00B0343,二,120.976671,24.80188,8,晴,1,日間自然光線,5,乾燥,2,女,26,30,機車, , ,  , ,A2
10608BFY00B0344,一,120.96577,24.772006,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,54,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0345,三,120.968656,24.816176,8,晴,1,日間自然光線,5,乾燥,1,男,36,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0346,三,120.9511,24.803148,8,晴,1,日間自然光線,5,乾燥,1,男,30,20,小客車, , ,  , ,A2
10608BFY00B0347,三,120.955019,24.803504,8,晴,1,日間自然光線,5,乾燥,2,女,21,30,機車, , ,  , ,A2
10608BFY00B0348,三,120.974493,24.820345,8,晴,1,日間自然光線,5,乾燥,2,女,48,20,小客車, , ,  , ,A2
10608BFY00B0349,六,120.954494,24.802148,8,晴,1,日間自然光線,5,乾燥,1,男,65,20,小客車, , ,  , ,A2
10608BFY00B0350,六,120.967734,24.813839,8,晴,1,日間自然光線,5,乾燥,1,男,66,20,小客車, , ,  , ,A2
10608BFY00B0351,二,121.019041,24.77862,8,晴,1,日間自然光線,5,乾燥,1,男,61,20,小客車, , ,  , ,A2
10608BFY00B0352,二,120.985627,24.797495,8,晴,1,日間自然光線,5,乾燥,1,男,57,11,大貨車, , ,  , ,A2
10608BFY00B0353,三,120.991478,24.800576,8,晴,1,日間自然光線,5,乾燥,1,男,36,20,小客車, , ,  , ,A2
10608BFY00B0354,三,120.961211,24.805318,8,晴,1,日間自然光線,5,乾燥,1,男,31,30,機車, , ,  , ,A2
10608BFY00B0355,三,120.961779,24.81234,8,晴,1,日間自然光線,5,乾燥,1,男,20,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0356,三,120.971644,24.821951,8,晴,1,日間自然光線,5,乾燥,2,女,25,30,機車, , ,  , ,A2
10608BFY00B0357,三,120.974336,24.813658,8,晴,1,日間自然光線,5,乾燥,1,男,28,30,機車, , ,  , ,A2
10608BFY00B0358,四,120.954977,24.794614,8,晴,1,日間自然光線,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0359,四,121.010617,24.786744,8,晴,1,日間自然光線,5,乾燥,1,男,20,30,機車, , ,  , ,A2
10608BFY00B0360,三,120.940966,24.800747,8,晴,1,日間自然光線,5,乾燥,1,男,37,20,小客車, , ,  , ,A2
10608BFY00B0361,四,120.993519,24.798864,8,晴,1,日間自然光線,5,乾燥,1,男,35,20,小客車, , ,  , ,A2
10608BFY00B0362,二,120.983812,24.815209,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,65,11,大貨車, , ,  , ,A2
10608BFY00B0363,三,121.005335,24.798931,7,陰,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0364,四,120.954699,24.812452,8,晴,1,日間自然光線,5,乾燥,1,男,62,11,大貨車, , ,  , ,A2
10608BFY00B0365,四,120.956447,24.756828,8,晴,1,日間自然光線,5,乾燥,2,女,22,20,小客車, , ,  , ,A2
10608BFY00B0366,四,120.978146,24.82001,8,晴,1,日間自然光線,5,乾燥,1,男,35,20,小客車, , ,  , ,A2
10608BFY00B0367,四,120.960843,24.805355,8,晴,2,晨或暮光,5,乾燥,1,男,41,20,小客車, , ,  , ,A2
10608BFY00B0368,一,121.009941,24.787436,8,晴,1,日間自然光線,5,乾燥,1,男,22,20,小客車, , ,  , ,A2
10608BFY00B0369,二,120.935147,24.804375,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,55,20,小客車, , ,  , ,A2
10608BFY00B0370,五,120.930002,24.837411,8,晴,1,日間自然光線,5,乾燥,1,男,26,20,小客車, , ,  , ,A2
10608BFY00B0371,四,120.968655,24.798108,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,49,30,機車, , ,  , ,A2
10608BFY00B0372,六,121.022536,24.777538,8,晴,1,日間自然光線,5,乾燥,2,女,28,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0373,四,120.968807,24.808386,8,晴,1,日間自然光線,5,乾燥,1,男,51,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0374,日,120.964421,24.817268,8,晴,1,日間自然光線,5,乾燥,1,男,81,20,小客車, , ,  , ,A2
10608BFY00B0375,三,120.962417,24.806175,8,晴,1,日間自然光線,5,乾燥,1,男,38,11,大貨車, , ,  , ,A2
10608BFY00B0376,六,120.968928,24.810321,8,晴,1,日間自然光線,5,乾燥,1,男,39,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0377,四,120.986399,24.812179,8,晴,1,日間自然光線,5,乾燥,2,女,51,20,小客車, , ,  , ,A2
10608BFY00B0378,四,120.963099,24.797039,6,雨,1,日間自然光線,4,濕潤,2,女,48,20,小客車, , ,  , ,A2
10608BFY00B0379,四,120.962445,24.796937,7,陰,1,日間自然光線,5,乾燥,1,男,46,20,小客車, , ,  , ,A2
10608BFY00B0380,四,120.959679,24.796763,6,雨,1,日間自然光線,4,濕潤,2,女,31,20,小客車, , ,  , ,A2
10608BFY00B0381,一,120.953432,24.799299,8,晴,1,日間自然光線,5,乾燥,2,女,42,20,小客車, , ,  , ,A2
10608BFY00B0382,日,120.964154,24.806364,8,晴,1,日間自然光線,5,乾燥,1,男,45,30,機車, , ,  , ,A2
10608BFY00B0383,日,120.983814,24.800577,8,晴,1,日間自然光線,5,乾燥,1,男,48,20,小客車, , ,  , ,A2
10608BFY00B0384,日,120.997286,24.799966,8,晴,1,日間自然光線,5,乾燥,2,女,72,30,機車, , ,  , ,A2
10608BFY00B0385,五,120.968394,24.793739,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0386,一,120.994963,24.818691,8,晴,1,日間自然光線,5,乾燥,1,男,28,20,小客車, , ,  , ,A2
10608BFY00B0387,一,120.916333,24.78467,8,晴,1,日間自然光線,5,乾燥,1,男,13,60,慢車, , ,  , ,A2
10608BFY00B0388,五,120.966984,24.79531,8,晴,2,晨或暮光,5,乾燥,1,男,31,20,小客車, , ,  , ,A2
10608BFY00B0389,五,120.967298,24.799672,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,46,20,小客車, , ,  , ,A2
10608BFY00B0390,五,120.985819,24.803091,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,54,20,小客車, , ,  , ,A2
10608BFY00B0391,五,121.009565,24.787543,8,晴,1,日間自然光線,5,乾燥,1,男,31,20,小客車, , ,  , ,A2
10608BFY00B0392,二,120.952767,24.756026,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,30,20,小客車, , ,  , ,A2
10608BFY00B0393,四,120.991693,24.815431,8,晴,1,日間自然光線,5,乾燥,2,女,39,20,小客車, , ,  , ,A2
10608BFY00B0394,一,120.972825,24.814117,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,53,30,機車, , ,  , ,A2
10608BFY00B0395,五,121.025849,24.781219,8,晴,1,日間自然光線,5,乾燥,1,男,56,20,小客車, , ,  , ,A2
10608BFY00B0396,六,120.993977,24.813333,8,晴,1,日間自然光線,5,乾燥,1,男,46,30,機車, , ,  , ,A2
10608BFY00B0397,五,120.940375,24.778012,8,晴,1,日間自然光線,5,乾燥,1,男,55,20,小客車, , ,  , ,A2
10608BFY00B0398,日,120.963675,24.799778,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,28,30,機車, , ,  , ,A2
10608BFY00B0399,五,121.013718,24.781937,8,晴,1,日間自然光線,5,乾燥,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10608BFY00B0400,六,120.962573,24.798593,8,晴,1,日間自然光線,5,乾燥,1,男,46,20,小客車, , ,  , ,A2
10608BFY00B0401,六,120.965191,24.811044,8,晴,1,日間自然光線,5,乾燥,1,男,49,20,小客車, , ,  , ,A2
10608BFY00B0402,二,120.970918,24.811529,7,陰,1,日間自然光線,5,乾燥,1,男,19,30,機車, , ,  , ,A2
10608BFY00B0403,四,120.958813,24.80841,6,雨,1,日間自然光線,4,濕潤,1,男,59,20,小客車, , ,  , ,A2
10608BFY00B0404,六,120.983623,24.803652,8,晴,1,日間自然光線,5,乾燥,1,男,40,30,機車, , ,  , ,A2
10608BFY00B0405,四,120.963491,24.79376,7,陰,1,日間自然光線,4,濕潤,1,男,53,20,小客車, , ,  , ,A2
10608BFY00B0406,六,121.001326,24.793368,8,晴,1,日間自然光線,5,乾燥,1,男,43,10,大客車, , ,  , ,A2
10608BFY00B0407,三,120.974691,24.816339,8,晴,1,日間自然光線,5,乾燥,1,男,41,20,小客車, , ,  , ,A2
10608BFY00B0408,六,120.93026,24.779822,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,41,30,機車, , ,  , ,A2
10608BFY00B0409,六,121.017791,24.788322,8,晴,1,日間自然光線,5,乾燥,1,男,25,20,小客車, , ,  , ,A2
10608BFY00B0410,六,120.960685,24.809591,8,晴,1,日間自然光線,5,乾燥,1,男,42,20,小客車, , ,  , ,A2
10608BFY00B0411,六,120.967297,24.806528,8,晴,1,日間自然光線,5,乾燥,1,男,36,20,小客車, , ,  , ,A2
10608BFY00B0412,六,120.960145,24.809097,8,晴,1,日間自然光線,5,乾燥,1,男,48,20,小客車, , ,  , ,A2
10608BFY00B0413,日,120.967148,24.801438,8,晴,1,日間自然光線,5,乾燥,1,男,37,20,小客車, , ,  , ,A2
10608BFY00B0414,三,121.013746,24.784756,8,晴,1,日間自然光線,5,乾燥,2,女,61,20,小客車, , ,  , ,A2
10608BFY00B0415,三,121.006233,24.789924,8,晴,1,日間自然光線,5,乾燥,1,男,36,20,小客車, , ,  , ,A2
10608BFY00B0416,六,120.969517,24.805386,8,晴,1,日間自然光線,5,乾燥,1,男,50,30,機車, , ,  , ,A2
10608BFY00B0417,日,120.957764,24.80189,8,晴,1,日間自然光線,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0418,日,120.974069,24.803587,8,晴,1,日間自然光線,5,乾燥,1,男,38,20,小客車, , ,  , ,A2
10608BFY00B0419,日,121.020596,24.787893,8,晴,1,日間自然光線,5,乾燥,1,男,31,20,小客車, , ,  , ,A2
10608BFY00B0420,五,120.928043,24.836858,8,晴,1,日間自然光線,5,乾燥,1,男,28,30,機車, , ,  , ,A2
10608BFY00B0421,日,120.963008,24.813937,8,晴,1,日間自然光線,5,乾燥,1,男,30,20,小客車, , ,  , ,A2
10608BFY00B0422,日,120.969172,24.810475,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,18,30,機車, , ,  , ,A2
10608BFY00B0423,日,120.976671,24.80187,8,晴,1,日間自然光線,5,乾燥,1,男,23,20,小客車, , ,  , ,A2
10608BFY00B0424,日,120.977018,24.80144,7,陰,2,晨或暮光,5,乾燥,1,男,31,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0425,一,120.943886,24.805038,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,43,20,小客車, , ,  , ,A2
10608BFY00B0426,日,120.934437,24.790465,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,38,20,小客車, , ,  , ,A2
10608BFY00B0427,三,120.985002,24.810397,8,晴,1,日間自然光線,5,乾燥,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10608BFY00B0428,日,120.980781,24.77016,6,雨,1,日間自然光線,4,濕潤,1,男,22,30,機車, , ,  , ,A2
10608BFY00B0429,日,121.00485,24.790744,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,30,20,小客車,3,不明,2,經檢測無酒精反應,A2
10608BFY00B0430,六,121.009647,24.787573,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,22,30,機車,3,不明,2,經檢測無酒精反應,A2
10608BFY00B0431,日,120.96893,24.800346,6,雨,2,晨或暮光,4,濕潤,2,女,24,20,小客車, , ,  , ,A2
10608BFY00B0432,一,120.976922,24.814649,8,晴,1,日間自然光線,5,乾燥,1,男,26,30,機車, , ,  , ,A2
10608BFY00B0433,一,120.950364,24.795905,8,晴,1,日間自然光線,5,乾燥,4,肇事逃逸尚未查獲,-1,  , , , ,  , ,A2
10608BFY00B0434,一,120.910996,24.742791,8,晴,1,日間自然光線,5,乾燥,1,男,25,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0435,二,120.955596,24.79498,8,晴,1,日間自然光線,5,乾燥,1,男,53,20,小客車, , ,  , ,A2
10608BFY00B0436,一,120.994387,24.81754,8,晴,1,日間自然光線,5,乾燥,1,男,57,20,小客車, , ,  , ,A2
10608BFY00B0437,一,120.949535,24.798516,8,晴,1,日間自然光線,5,乾燥,2,女,37,20,小客車, , ,  , ,A2
10608BFY00B0438,一,120.980829,24.812645,8,晴,1,日間自然光線,5,乾燥,1,男,28,20,小客車, , ,  , ,A2
10608BFY00B0439,五,120.991423,24.800448,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,23,20,小客車, , ,  , ,A2
10608BFY00B0440,一,120.96083,24.802769,8,晴,1,日間自然光線,5,乾燥,1,男,25,20,小客車, , ,  , ,A2
10608BFY00B0441,一,120.96503,24.802781,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,64,20,小客車, , ,  , ,A2
10608BFY00B0442,一,120.949302,24.798111,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,61,20,小客車, , ,  , ,A2
10608BFY00B0443,一,120.992769,24.815246,7,陰,1,日間自然光線,5,乾燥,1,男,27,20,小客車, , ,  , ,A2
10608BFY00B0444,一,120.957788,24.79442,8,晴,1,日間自然光線,5,乾燥,2,女,40,20,小客車, , ,  , ,A2
10608BFY00B0445,一,120.969501,24.802703,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,35,20,小客車, , ,  , ,A2
10608BFY00B0446,三,120.960175,24.809062,8,晴,1,日間自然光線,5,乾燥,2,女,55,20,小客車, , ,  , ,A2
10608BFY00B0447,四,120.96358,24.811295,8,晴,1,日間自然光線,5,乾燥,1,男,63,20,小客車, , ,  , ,A2
10608BFY00B0448,四,120.975845,24.816578,8,晴,1,日間自然光線,5,乾燥,1,男,34,20,小客車, , ,  , ,A2
10608BFY00B0449,一,120.997166,24.800811,8,晴,1,日間自然光線,5,乾燥,1,男,35,20,小客車, , ,  , ,A2
10608BFY00B0450,二,120.976676,24.790472,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,52,30,機車, , ,  , ,A2
10608BFY00B0451,四,120.928589,24.830385,8,晴,1,日間自然光線,5,乾燥,1,男,37,20,小客車, , ,  , ,A2
10608BFY00B0452,四,120.955975,24.811646,8,晴,1,日間自然光線,5,乾燥,1,男,35,30,機車, , ,  , ,A2
10608BFY00B0453,二,120.93378,24.806737,8,晴,1,日間自然光線,5,乾燥,1,男,35,20,小客車, , ,  , ,A2
10608BFY00B0454,二,120.947688,24.776649,8,晴,1,日間自然光線,5,乾燥,1,男,29,20,小客車, , ,  , ,A2
10608BFY00B0455,二,120.954603,24.802059,8,晴,1,日間自然光線,5,乾燥,1,男,76,20,小客車, , ,  , ,A2
10608BFY00B0456,二,120.963938,24.797287,8,晴,1,日間自然光線,5,乾燥,1,男,47,20,小客車, , ,  , ,A2
10608BFY00B0457,四,120.963531,24.81683,8,晴,1,日間自然光線,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0458,一,120.994073,24.799744,8,晴,1,日間自然光線,4,濕潤,2,女,57,30,機車, , ,  , ,A2
10608BFY00B0459,二,120.995114,24.819573,8,晴,1,日間自然光線,5,乾燥,1,男,69,20,小客車, , ,  , ,A2
10608BFY00B0460,二,120.970707,24.818186,8,晴,1,日間自然光線,5,乾燥,2,女,70,30,機車, , ,  , ,A2
10608BFY00B0461,五,120.970773,24.80698,8,晴,1,日間自然光線,5,乾燥,2,女,61,20,小客車, , ,  , ,A2
10608BFY00B0462,二,121.017361,24.783503,8,晴,1,日間自然光線,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0463,二,120.982661,24.80104,8,晴,1,日間自然光線,5,乾燥,1,男,56,20,小客車, , ,  , ,A2
10608BFY00B0464,六,120.995602,24.819146,8,晴,1,日間自然光線,5,乾燥,1,男,43,10,大客車, , ,  , ,A2
10608BFY00B0465,六,120.970915,24.801546,8,晴,1,日間自然光線,5,乾燥,1,男,48,20,小客車, , ,  , ,A2
10608BFY00B0466,五,120.968634,24.806593,8,晴,1,日間自然光線,5,乾燥,2,女,41,20,小客車, , ,  , ,A2
10608BFY00B0467,一,120.91402,24.727835,8,晴,1,日間自然光線,5,乾燥,1,男,34,20,小客車, , ,  , ,A2
10608BFY00B0468,一,120.942465,24.798727,8,晴,1,日間自然光線,5,乾燥,2,女,42,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0469,二,120.98622,24.81084,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,34,20,小客車, , ,  , ,A2
10608BFY00B0470,二,120.97158,24.795647,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,45,20,小客車, , ,  , ,A2
10608BFY00B0471,五,120.988693,24.812125,8,晴,1,日間自然光線,5,乾燥,1,男,26,20,小客車, , ,  , ,A2
10608BFY00B0472,四,120.997075,24.800843,8,晴,1,日間自然光線,5,乾燥,2,女,53,30,機車, , ,  , ,A2
10608BFY00B0473,五,120.988325,24.785914,8,晴,1,日間自然光線,5,乾燥,1,男,58,20,小客車,3,不明,2,經檢測無酒精反應,A2
10608BFY00B0474,二,120.975115,24.800955,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,22,20,小客車,3,不明,8,經呼氣檢測超0.80~mg/L或血液檢測超過0.16%,A2
10608BFY00B0475,四,120.983698,24.809661,6,雨,1,日間自然光線,4,濕潤,1,男,72,20,小客車, , ,  , ,A2
10608BFY00B0476,四,120.927029,24.792467,8,晴,1,日間自然光線,5,乾燥,1,男,75,20,小客車, , ,  , ,A2
10608BFY00B0477,五,120.934383,24.790509,8,晴,1,日間自然光線,5,乾燥,1,男,49,20,小客車, , ,  , ,A2
10608BFY00B0478,五,120.957178,24.796894,8,晴,1,日間自然光線,5,乾燥,1,男,46,30,機車, , ,  , ,A2
10608BFY00B0479,三,120.975842,24.814285,8,晴,1,日間自然光線,5,乾燥,2,女,33,20,小客車, , ,  , ,A2
10608BFY00B0480,三,120.978093,24.798325,8,晴,1,日間自然光線,5,乾燥,1,男,18,30,機車, , ,  , ,A2
10608BFY00B0481,日,120.963094,24.811127,8,晴,1,日間自然光線,5,乾燥,2,女,20,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0482,三,120.96794,24.799649,8,晴,1,日間自然光線,5,乾燥,1,男,62,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0483,三,120.973935,24.805815,8,晴,1,日間自然光線,5,乾燥,2,女,40,20,小客車, , ,  , ,A2
10608BFY00B0484,日,120.92741,24.827852,8,晴,1,日間自然光線,5,乾燥,1,男,70,20,小客車, , ,  , ,A2
10608BFY00B0485,三,120.977306,24.796903,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,74,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0486,三,120.916173,24.731619,8,晴,2,晨或暮光,5,乾燥,1,男,22,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0487,三,120.924615,24.841561,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,32,20,小客車, , ,  , ,A2
10608BFY00B0488,三,120.955085,24.779546,8,晴,1,日間自然光線,5,乾燥,1,男,27,20,小客車, , ,  , ,A2
10608BFY00B0489,二,120.97825,24.822224,8,晴,1,日間自然光線,5,乾燥,1,男,29,20,小客車, , ,  , ,A2
10608BFY00B0490,三,120.965323,24.804597,8,晴,1,日間自然光線,5,乾燥,2,女,36,20,小客車, , ,  , ,A2
10608BFY00B0491,日,120.980823,24.812077,8,晴,1,日間自然光線,5,乾燥,1,男,38,30,機車, , ,  , ,A2
10608BFY00B0492,五,120.917721,24.782434,8,晴,1,日間自然光線,5,乾燥,2,女,48,30,機車, , ,  , ,A2
10608BFY00B0493,五,120.947767,24.75789,8,晴,1,日間自然光線,5,乾燥,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10608BFY00B0494,四,120.980984,24.814735,8,晴,1,日間自然光線,5,乾燥,1,男,41,20,小客車, , ,  , ,A2
10608BFY00B0495,四,120.975913,24.80251,8,晴,1,日間自然光線,5,乾燥,1,男,65,30,機車,3,不明,11,不明,A2
10608BFY00B0496,四,120.975234,24.804394,8,晴,1,日間自然光線,5,乾燥,2,女,30,30,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0497,四,120.967393,24.801007,8,晴,1,日間自然光線,5,乾燥,4,肇事逃逸尚未查獲,-1,  , , , ,  , ,A2
10608BFY00B0498,二,120.957738,24.823426,8,晴,1,日間自然光線,5,乾燥,1,男,44,20,小客車, , ,  , ,A2
10608BFY00B0499,三,120.971728,24.798607,8,晴,1,日間自然光線,5,乾燥,1,男,48,20,小客車, , ,  , ,A2
10608BFY00B0500,二,120.927387,24.845519,8,晴,1,日間自然光線,5,乾燥,1,男,21,20,小客車, , ,  , ,A2
10608BFY00B0501,日,120.960586,24.801925,8,晴,1,日間自然光線,5,乾燥,1,男,36,30,機車, , ,  , ,A2
10608BFY00B0502,四,120.96219,24.806641,8,晴,1,日間自然光線,5,乾燥,2,女,41,30,機車, , ,  , ,A2
10608BFY00B0503,四,120.967124,24.796026,8,晴,1,日間自然光線,5,乾燥,2,女,50,20,小客車, , ,  , ,A2
10608BFY00B0504,四,0,0,8,晴,1,日間自然光線,5,乾燥,2,女,36,30,機車, , ,  , ,A2
10608BFY00B0505,日,120.980354,24.809852,8,晴,1,日間自然光線,5,乾燥,1,男,47,20,小客車, , ,  , ,A2
10608BFY00B0506,三,120.979085,24.80261,8,晴,1,日間自然光線,5,乾燥,2,女,21,30,機車, , ,  , ,A2
10608BFY00B0507,三,121.020273,24.780257,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,36,20,小客車, , ,  , ,A2
10608BFY00B0508,四,120.92778,24.78953,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,74,20,小客車, , ,  , ,A2
10608BFY00B0509,六,120.962417,24.806175,8,晴,1,日間自然光線,5,乾燥,1,男,52,20,小客車, , ,  , ,A2
10608BFY00B0510,三,120.972862,24.80279,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,52,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0511,四,120.952165,24.803952,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,48,11,大貨車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0512,四,120.979128,24.803699,8,晴,1,日間自然光線,5,乾燥,1,男,32,20,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0513,一,121.009077,24.787932,8,晴,1,日間自然光線,5,乾燥,1,男,39,20,小客車, , ,  , ,A2
10608BFY00B0514,四,120.967589,24.815322,8,晴,1,日間自然光線,5,乾燥,2,女,57,30,機車, , ,  , ,A2
10608BFY00B0515,二,120.98034,24.809812,8,晴,1,日間自然光線,5,乾燥,1,男,35,20,小客車, , ,  , ,A2
10608BFY00B0516,四,120.973055,24.804152,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,23,30,機車, , ,  , ,A2
10608BFY00B0517,三,121.014835,24.803917,8,晴,1,日間自然光線,5,乾燥,1,男,50,20,小客車, , ,  , ,A2
10608BFY00B0518,一,120.948292,24.803437,8,晴,1,日間自然光線,5,乾燥,2,女,42,20,小客車, , ,  , ,A2
10608BFY00B0519,三,120.914189,24.764907,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,36,20,小客車, , ,  , ,A2
10608BFY00B0520,四,120.979908,24.803428,6,雨,1,日間自然光線,4,濕潤,1,男,31,20,小客車, , ,  , ,A2
10608BFY00B0521,四,121.016226,24.804563,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,49,20,小客車, , ,  , ,A2
10608BFY00B0522,一,120.925913,24.79101,8,晴,1,日間自然光線,5,乾燥,1,男,36,21,小貨車(含客、貨兩用), , ,  , ,A2
10608BFY00B0523,六,120.968249,24.801524,8,晴,1,日間自然光線,5,乾燥,2,女,31,20,小客車, , ,  , ,A2
10608BFY00B0524,六,120.961287,24.819705,8,晴,1,日間自然光線,5,乾燥,2,女,37,20,小客車, , ,  , ,A2
10608BFY00B0525,六,120.96607,24.805264,8,晴,1,日間自然光線,5,乾燥,1,男,43,20,小客車, , ,  , ,A2
10608BFY00B0526,日,120.976588,24.801934,8,晴,1,日間自然光線,5,乾燥,1,男,31,20,小客車, , ,  , ,A2
10608BFY00B0527,五,121.011311,24.789673,8,晴,1,日間自然光線,5,乾燥,2,女,45,20,小客車, , ,  , ,A2
10608BFY00B0528,六,120.972368,24.823755,8,晴,1,日間自然光線,5,乾燥,1,男,38,20,小客車, , ,  , ,A2
10608BFY00B0529,六,120.925306,24.793527,8,晴,1,日間自然光線,5,乾燥,1,男,42,20,小客車, , ,  , ,A2
10608BFY00B0530,三,120.965732,24.806983,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,33,20,小客車, , ,  , ,A2
10608BFY00B0531,四,120.960039,24.821233,8,晴,1,日間自然光線,5,乾燥,1,男,54,30,機車, , ,  , ,A2
10608BFY00B0532,六,120.889078,24.735755,8,晴,1,日間自然光線,5,乾燥,1,男,52,20,小客車, , ,  , ,A2
10608BFY00B0533,日,120.969162,24.797259,8,晴,1,日間自然光線,5,乾燥,2,女,32,20,小客車, , ,  , ,A2
10608BFY00B0534,六,120.966981,24.788346,8,晴,1,日間自然光線,5,乾燥,2,女,67,30,機車, , ,  , ,A2
10608BFY00B0535,日,120.973536,24.820258,8,晴,1,日間自然光線,5,乾燥,1,男,37,20,小客車, , ,  , ,A2
10608BFY00B0536,三,120.965878,24.807627,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,66,20,小客車, , ,  , ,A2
