編號, 發生星期, GPS經度, GPS緯度, 天候代碼, 天候名稱, 光線代碼, 光線名稱, 路面狀況-路面狀態代碼, 路面狀況名稱, 當事者性別代碼, 當事者性別名稱, 當事者年齡, 車種代碼, 車種名稱, 保護裝備代碼, 保護裝備名稱, 飲酒情形代碼, 飲酒情形名稱, 事故類別名稱
10607BFY00C0826,六,120.983419,24.77714,1,暴雨, , , , ,1,男,38,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0827,六,120.97143,24.802523,1,暴雨, , , , ,1,男,41,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0828,日,120.962825,24.792722,8,晴,1,日間自然光線,5,乾燥,1,男,62,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0829,一,120.916665,24.781309,6,雨,1,日間自然光線,4,濕潤,1,男,40,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0830,日,120.960312,24.792464,1,暴雨, , , , ,1,男,58,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0831,日,121.021292,24.777714,8,晴,1,日間自然光線,5,乾燥,2,女,58,B0,小客車,3,不明,2,經檢測無酒精反應,A3
10607BFY00C0833,五,120.980396,24.804808,8,晴, , , , ,2,女,57,C0,機車,3,不明,11,不明,A3
10607BFY00C0834,五,121.020553,24.788012,1,暴雨, , , , ,1,男,19,C0,機車,3,不明,11,不明,A3
10607BFY00C0835,五,121.021464,24.786309,8,晴, , , , ,2,女,36,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0836,五,121.009981,24.787288,8,晴, , , , ,1,男,45,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0837,一,121.005084,24.799185,8,晴, , , , ,1,男,61,B0,小客車, , ,  , ,A3
10607BFY00C0838,六,120.954462,24.805104,1,暴雨, , , , ,1,男,43,B0,小客車, , ,  , ,A3
10607BFY00C0839,三,120.956061,24.749735,1,暴雨, , , , ,1,男,20,C0,機車, , ,  , ,A3
10607BFY00C0840,六,120.967026,24.800088,1,暴雨, , , , ,1,男,59,C0,機車, , ,  , ,A3
10607BFY00C0841,一,120.963499,24.797645,1,暴雨, , , , ,1,男,49,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0842,六,120.93014,24.78907,8,晴, , , , ,1,男,63,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0843,日,120.956393,24.804658,1,暴雨, , , , ,1,男,39,C0,機車, , ,  , ,A3
10607BFY00C0844,六,120.97165,24.821912,1,暴雨, , , , ,2,女,28,C0,機車, , ,  , ,A3
10607BFY00C0845,六,120.994243,24.816979,1,暴雨, , , , ,2,女,76,B0,小客車, , ,  , ,A3
10607BFY00C0846,日,120.976521,24.810791,1,暴雨, , , , ,1,男,21,C0,機車, , ,  , ,A3
10607BFY00C0847,一,121.000658,24.817105,1,暴雨, , , , ,1,男,32,B1,小貨車(含客、貨兩用),1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A3
10607BFY00C0848,一,120.952861,24.792961,1,暴雨, , , , ,2,女,41,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A3
10607BFY00C0849,一,121.016741,24.789861,1,暴雨, , , , ,1,男,47,B1,小貨車(含客、貨兩用),1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0850,六,120.95544,24.803491,1,暴雨, , , , ,1,男,35,B1,小貨車(含客、貨兩用),1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0851,日,120.965246,24.802891,1,暴雨, , , , ,1,男,41,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0852,五,120.920596,24.8086,1,暴雨, , , , ,2,女,51,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0853,一,120.928848,24.815201,1,暴雨, , , , ,1,男,70,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0854,一,120.988251,24.786003,1,暴雨, , , , ,2,女,19,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0855,五,120.979037,24.824531,1,暴雨, , , , ,2,女,61,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0856,四,120.998438,24.796818,1,暴雨, , , , ,2,女,46,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0857,一,120.979273,24.816259,1,暴雨, , , , ,1,男,33,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A3
10607BFY00C0858,六,120.962176,24.815134,1,暴雨, , , , ,1,男,31,B0,小客車, , ,  , ,A3
10607BFY00C0859,一,121.023277,24.781193,1,暴雨, , , , ,1,男,38,B0,小客車, , ,  , ,A3
10607BFY00C0860,日,120.928912,24.788488,1,暴雨, , , , ,1,男,19,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0861,二,120.988581,24.807971,1,暴雨, , , , ,2,女,51,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0862,二,120.925988,24.787173,1,暴雨, , , , ,1,男,21,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),2,經檢測無酒精反應,A3
10607BFY00C0863,六,120.926352,24.786978,1,暴雨, , , , ,1,男,69,B0,小客車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0864,日,120.971596,24.809009,1,暴雨, , , , ,2,女,58,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00C0865,三,120.966498,24.80517,1,暴雨, , , , ,2,女,54,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0866,日,120.963965,24.804025,1,暴雨, , , , ,1,男,62,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0867,四,120.979987,24.803436,1,暴雨, , , , ,1,男,34,B0,小客車, , ,  , ,A3
10607BFY00C0868,一,120.949872,24.797847,1,暴雨, , , , ,1,男,65,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0869,一,120.993218,24.802436,1,暴雨, , , , ,1,男,44,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0870,一,120.985193,24.776623,1,暴雨, , , , ,2,女,22,B0,小客車, , ,  , ,A3
10607BFY00C0871,一,120.988346,24.80071,1,暴雨, , , , ,1,男,46,B0,小客車, , ,  , ,A3
10607BFY00C0872,五,120.9746,24.798705,1,暴雨, , , , ,1,男,25,C0,機車,3,不明,2,經檢測無酒精反應,A3
10607BFY00C0873,六,120.953765,24.79477,1,暴雨, , , , ,2,女,42,C0,機車,3,不明,2,經檢測無酒精反應,A3
10607BFY00C0874,二,120.964446,24.817034,1,暴雨, , , , ,2,女,21,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0875,三,120.978957,24.807443,1,暴雨, , , , ,1,男,25,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0876,一,120.908278,24.761982,1,暴雨, , , , ,2,女,43,B0,小客車, , ,  , ,A3
10607BFY00C0877,一,120.970804,24.798259,1,暴雨, , , , ,2,女,35,B0,小客車, , ,  , ,A3
10607BFY00C0878,四,120.969054,24.797402,1,暴雨, , , , ,1,男,29,B0,小客車, , ,  , ,A3
10607BFY00C0879,四,120.906158,24.74585,1,暴雨, , , , ,2,女,41,B0,小客車, , ,  , ,A3
10607BFY00C0880,六,120.962797,24.806808,8,晴,4,夜間(或隧道、地下道、涵洞)無照明,5,乾燥,1,男,49,B0,小客車, , ,  , ,A3
10607BFY00C0882,三,121.013968,24.78468,1,暴雨,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,31,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0883,日,120.975899,24.809301,1,暴雨, , , , ,3,無或物(動物、堆置物),-1,  , , , ,  , ,A3
10607BFY00C0884,一,120.921375,24.809686,1,暴雨, , , , ,1,男,49,B0,小客車, , ,  , ,A3
10607BFY00C0885,一,120.951042,24.799963,1,暴雨, , , , ,3,無或物(動物、堆置物),-1,  , , , ,  , ,A3
10607BFY00C0886,六,120.964638,24.795357,1,暴雨, , , , ,2,女,53,C0,機車, , ,  , ,A3
10607BFY00C0887,日,121.019441,24.789954,1,暴雨, , , , ,2,女,73,B0,小客車, , ,  , ,A3
10607BFY00C0888,日,120.965063,24.819267,1,暴雨, , , , ,1,男,61,A0,大客車, , ,  , ,A3
10607BFY00C0889,五,120.968248,24.807345,1,暴雨, , , , ,1,男,58,B0,小客車, , ,  , ,A3
10607BFY00C0890,五,121.00711,24.799536,1,暴雨, , , , ,1,男,48,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0891,六,120.969736,24.797041,1,暴雨, , , , ,1,男,29,B0,小客車, , ,  , ,A3
10607BFY00C0893,日,120.963352,24.797242,1,暴雨, , , , ,1,男,57,B0,小客車, , ,  , ,A3
10607BFY00C0894,一,120.939456,24.791365,1,暴雨, , , , ,1,男,37,B0,小客車, , ,  , ,A3
10607BFY00C0895,日,120.986687,24.805543,1,暴雨, , , , ,1,男,18,C0,機車, , ,  , ,A3
10607BFY00C0896,日,120.93026,24.779822,1,暴雨, , , , ,1,男,25,B0,小客車, , ,  , ,A3
10607BFY00C0897,日,120.976435,24.808973,1,暴雨, , , , ,1,男,20,C0,機車, , ,  , ,A3
10607BFY00C0898,六,121.023328,24.78237,1,暴雨, , , , ,1,男,27,B0,小客車, , ,  , ,A3
10607BFY00C0899,五,120.992971,24.804446,1,暴雨, , , , ,1,男,42,B0,小客車, , ,  , ,A3
10607BFY00C0900,日,120.966001,24.80163,1,暴雨, , , , ,2,女,39,B0,小客車, , ,  , ,A3
10607BFY00C0901,日,120.964235,24.778392,1,暴雨, , , , ,1,男,41,B0,小客車, , ,  , ,A3
10607BFY00C0902,四,120.979377,24.798963,1,暴雨, , , , ,2,女,36,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0903,一,120.966227,24.78901,1,暴雨, , , , ,1,男,38,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00C0904,一,120.963352,24.797242,1,暴雨, , , , ,2,女,44,B0,小客車, , ,  , ,A3
10607BFY00C0905,六,120.972112,24.808519,1,暴雨, , , , ,2,女,42,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0906,一,120.979352,24.799049,1,暴雨, , , , ,1,男,38,B0,小客車, , ,  , ,A3
10607BFY00C0907,一,120.982853,24.802534,1,暴雨, , , , ,2,女,42,B0,小客車, , ,  , ,A3
10607BFY00C0908,二,120.955484,24.804789,1,暴雨, , , , ,1,男,57,B0,小客車, , ,  , ,A3
10607BFY00C0909,六,120.968946,24.797542,1,暴雨, , , , ,1,男,30,B0,小客車, , ,  , ,A3
10607BFY00C0910,五,120.944703,24.77618,1,暴雨, , , , ,2,女,17,C0,機車, , ,  , ,A3
10607BFY00C0911,一,120.942277,24.810311,1,暴雨, , , , ,1,男,25,C0,機車, , ,  , ,A3
10607BFY00C0912,四,120.967415,24.779186,1,暴雨, , , , ,2,女,24,C0,機車, , ,  , ,A3
10607BFY00C0913,五,120.967632,24.820275,1,暴雨, , , , ,1,男,61,B0,小客車, , ,  , ,A3
10607BFY00C0914,五,120.932243,24.803304,1,暴雨, , , , ,1,男,39,B0,小客車, , ,  , ,A3
10607BFY00C0915,日,120.98644,24.805391,1,暴雨, , , , ,2,女,48,B0,小客車, , ,  , ,A3
10607BFY00C0916,五,121.021619,24.788231,1,暴雨, , , , ,1,男,20,C0,機車, , ,  , ,A3
10607BFY00C0917,三,120.977198,24.791917,1,暴雨, , , , ,1,男,24,B0,小客車, , ,  , ,A3
10607BFY00C0918,二,120.960336,24.801595,1,暴雨, , , , ,1,男,24,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00C0919,一,120.975499,24.796676,1,暴雨, , , , ,2,女,30,B0,小客車, , ,  , ,A3
10607BFY00C0920,三,120.9595,24.806401,1,暴雨, , , , ,1,男,29,B0,小客車, , ,  , ,A3
10607BFY00C0921,二,120.963528,24.811228,1,暴雨, , , , ,2,女,51,B0,小客車, , ,  , ,A3
10607BFY00C0922,一,120.991657,24.803549,1,暴雨, , , , ,1,男,18,C0,機車, , ,  , ,A3
10607BFY00C0923,三,120.932307,24.79217,1,暴雨, , , , ,2,女,33,B0,小客車, , ,  , ,A3
10607BFY00D0001,日,121.020005,24.778191,6,雨,1,日間自然光線,4,濕潤,1,男,35,C0,機車, , ,  , ,A3
10607BFY00D0002,一,120.973959,24.809484,8,晴,1,日間自然光線,5,乾燥,1,男,36,B0,小客車, , ,  , ,A3
10607BFY00D0003,二,121.018956,24.778681, , , , , , ,2,女,29,B0,小客車, , ,  , ,A3
10607BFY00D0004,二,120.96267,24.814238,8,晴,1,日間自然光線,5,乾燥,1,男,49,B0,小客車, , ,  , ,A3
10607BFY00D0005,三,120.977017,24.814121,8,晴,1,日間自然光線,5,乾燥,1,男,29,B0,小客車, , ,  , ,A3
10607BFY00D0006,三,121.012296,24.794191, , , , , , ,1,男,21,C0,機車, , ,  , ,A3
10607BFY00D0007,四,120.978137,24.817216, , , , , , ,1,男,29,C0,機車, , ,  , ,A3
10607BFY00D0009,三,120.967189,24.787259,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,45,B0,小客車, , ,  , ,A3
10607BFY00D0010,五,120.965792,24.822866, , , , , , ,1,男,25,C0,機車, , ,  , ,A3
10607BFY00D0011,五,120.991144,24.799757, , , , , , ,1,男,63,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0012,日,120.969043,24.808191, , , , , , ,1,男,40,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0013,六,120.962595,24.806233, , , , , , ,2,女,37,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0014,一,120.997951,24.796058,1,暴雨, , , , ,3,無或物(動物、堆置物),-1,  , , , ,  , ,A3
10607BFY00D0015,一,120.963494,24.816056,8,晴,1,日間自然光線,5,乾燥,1,男,36,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00D0016,五,120.969944,24.81085, , , , , , ,1,男,57,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0017,日,120.975147,24.800887,8,晴,1,日間自然光線,5,乾燥,1,男,38,B0,小客車,3,不明,1,經觀察未飲酒,A2
10607BFY00D0018,四,121.001959,24.793777,1,暴雨, , , , ,1,男,22,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00D0019,四,120.972508,24.814141, , , , , , ,1,男,27,B1,小貨車(含客、貨兩用),3,不明,1,經觀察未飲酒,A3
10607BFY00D0020,五,120.958038,24.800221,6,雨,4,夜間(或隧道、地下道、涵洞)無照明, , ,1,男,27,A1,大貨車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0021,三,120.973421,24.806821,1,暴雨, , , , ,1,男,56,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0022,日,120.97849,24.814643,1,暴雨, , , , ,1,男,23,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0023,日,120.93014,24.78907,8,晴,1,日間自然光線,5,乾燥,1,男,23,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0024,六,120.962821,24.818987,1,暴雨, , , , ,1,男,41,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0025,三,120.967739,24.785613,8,晴,2,晨或暮光, , ,1,男,19,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0026,三,120.978859,24.803414,1,暴雨, , , , ,1,男,24,B0,小客車, , ,  , ,A3
10607BFY00D0027,二,120.97599,24.803414,1,暴雨, , , , ,1,男,41,B0,小客車, , ,  , ,A3
10607BFY00D0028,四,120.940976,24.796066,8,晴,1,日間自然光線,5,乾燥,1,男,51,C0,機車,3,不明,1,經觀察未飲酒,A2
10607BFY00D0029,五,121.021142,24.781816,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,51,B0,小客車,3,不明,1,經觀察未飲酒,A2
10607BFY00D0031,三,120.973399,24.809661, , , , , , ,1,男,36,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0035,日,120.965896,24.808412,1,暴雨, , , , ,1,男,48,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0036,六,120.979112,24.815038,1,暴雨, , , , ,1,男,44,B0,小客車, , ,  , ,A3
10607BFY00D0037,二,121.017855,24.783197, , , , , , ,1,男,42,B0,小客車, , ,  , ,A3
10607BFY00D0038,日,120.970491,24.798354,1,暴雨, , , , ,1,男,41,B0,小客車, , ,  , ,A3
10607BFY00D0039,日,120.99697,24.796679,1,暴雨, , , , ,1,男,31,B0,小客車, , ,  , ,A3
10607BFY00D0040,六,120.992993,24.797786,1,暴雨, , , , ,1,男,60,B0,小客車, , ,  , ,A3
10607BFY00D0041,四,120.980301,24.808027, , , , , , ,1,男,31,B0,小客車, , ,  , ,A3
10607BFY00D0042,三,120.980008,24.815573, , , , , , ,1,男,40,B0,小客車, , ,  , ,A3
10607BFY00D0043,三,120.967255,24.80469,1,暴雨, , , , ,1,男,35,B0,小客車, , ,  , ,A3
10607BFY00D0044,四,120.914455,24.77865,1,暴雨, , , , ,1,男,38,A1,大貨車, , ,  , ,A3
10607BFY00D0045,二,120.959615,24.816643,1,暴雨, , , , ,2,女,51,B0,小客車, , ,  , ,A3
10607BFY00D0046,二,120.945876,24.794025,1,暴雨, , , , ,1,男,54,B0,小客車, , ,  , ,A3
10607BFY00D0047,二,120.970151,24.80191,1,暴雨, , , , ,1,男,17,B0,小客車, , ,  , ,A3
10607BFY00D0048,五,120.966982,24.802094,1,暴雨, , , , ,1,男,25,C0,機車, , ,  , ,A3
10607BFY00D0049,一,120.997584,24.80141,1,暴雨, , , , ,2,女,41,B0,小客車, , ,  , ,A3
10607BFY00D0050,四,121.010971,24.783997,1,暴雨, , , , ,1,男,50,B0,小客車, , ,  , ,A3
10607BFY00D0051,二,120.977175,24.809876,1,暴雨, , , , ,1,男,26,B0,小客車, , ,  , ,A3
10607BFY00D0052,六,120.977527,24.809971,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,50,B0,小客車, , ,  , ,A3
10607BFY00D0053,一,120.979493,24.79514,1,暴雨, , , , ,2,女,25,B0,小客車, , ,  , ,A3
10607BFY00D0054,五,121.025176,24.778211,1,暴雨, , , , ,2,女,47,B0,小客車, , ,  , ,A3
10607BFY00D0055,六,120.97357,24.803205,1,暴雨, , , , ,1,男,23,C0,機車, , ,  , ,A3
10607BFY00D0056,六,120.998247,24.802513,1,暴雨, , , , ,1,男,27,C0,機車, , ,  , ,A3
10607BFY00D0057,六,120.976054,24.811271, , , , , , ,1,男,68,B0,小客車, , ,  , ,A3
10607BFY00D0058,六,121.023008,24.783302,1,暴雨, , , , ,2,女,38,B0,小客車, , ,  , ,A3
10607BFY00D0059,日,121.001905,24.795306,1,暴雨, , , , ,1,男,26,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0060,六,121.002568,24.792746,1,暴雨, , , , ,2,女,18,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A3
10607BFY00D0061,二,120.975163,24.808551,1,暴雨, , , , ,1,男,60,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0062,日,120.975411,24.821779, , , , , , ,1,男,36,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0063,二,120.97616,24.821822,1,暴雨, , , , ,1,男,60,H0,人, , ,  , ,A3
10607BFY00D0064,一,120.953028,24.807395, , , , , , ,2,女,51,C0,機車, , ,  , ,A3
10607BFY00D0065,四,120.986443,24.800975,1,暴雨, , , , ,3,無或物(動物、堆置物),-1,  , , , ,  , ,A3
10607BFY00D0066,六,121.017065,24.782559,1,暴雨, , , , ,1,男,38,B0,小客車, , ,  , ,A3
10607BFY00D0067,四,120.930358,24.775145,1,暴雨, , , , ,1,男,55,B0,小客車, , ,  , ,A3
10607BFY00D0068,四,121.026324,24.775718,1,暴雨, , , , ,1,男,22,B0,小客車, , ,  , ,A3
10607BFY00D0069,一,120.928643,24.777831,1,暴雨, , , , ,2,女,36,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0070,一,120.983461,24.79652, , , , , , ,1,男,49,B1,小貨車(含客、貨兩用),3,不明,1,經觀察未飲酒,A2
10607BFY00D0071,三,120.928769,24.832204, , , , , , ,1,男,34,B0,小客車, , ,  , ,A3
10607BFY00D0072,六,120.972122,24.815294, , , , , , ,1,男,23,C0,機車, , ,  , ,A3
10607BFY00D0073,五,120.97156,24.801577,1,暴雨, , , , ,1,男,36,B0,小客車, , ,  , ,A3
10607BFY00D0074,六,121.017065,24.782559,1,暴雨, , , , ,1,男,51,B1,小貨車(含客、貨兩用), , ,  , ,A3
10607BFY00D0075,一,120.953207,24.807266,1,暴雨, , , , ,2,女,40,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0076,日,120.969035,24.804312,1,暴雨, , , , ,2,女,54,B0,小客車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0077,日,120.967326,24.778898,1,暴雨, , , , ,1,男,51,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0078,日,120.964004,24.809619,1,暴雨, , , , ,1,男,19,C0,機車,3,不明,1,經觀察未飲酒,A3
10607BFY00D0079,三,120.986381,24.805683,1,暴雨, , , , ,1,男,44,B0,小客車, , ,  , ,A3
10607BFY00D0080,四,120.967708,24.786606,1,暴雨, , , , ,2,女,40,C0,機車, , ,  , ,A3
10607BFY00D0081,四,121.01523,24.787407,1,暴雨, , , , ,1,男,47,B0,小客車, , ,  , ,A3
10607BFY00D0082,三,120.924243,24.798156,1,暴雨, , , , ,1,男,41,C0,機車, , ,  , ,A3
10607BFY00D0083,五,120.960438,24.80129,1,暴雨, , , , ,2,女,34,B0,小客車, , ,  , ,A3
10607BFY00D0084,二,120.981745,24.788636,1,暴雨, , , , ,1,男,61,B0,小客車, , ,  , ,A3
10607BFY00D0085,一,120.987722,24.786316,1,暴雨, , , , ,1,男,52,B0,小客車,3,不明,2,經檢測無酒精反應,A3
10607BFY00D0086,日,120.93014,24.78907,1,暴雨, , , , ,1,男,69,C0,機車,3,不明,2,經檢測無酒精反應,A3
10607BFY00D0087,三,120.97989,24.803141,1,暴雨, , , , ,2,女,53,B0,小客車, , ,  , ,A3
10607BFY00D0088,四,121.019568,24.777119,1,暴雨, , , , ,2,女,44,B0,小客車, , ,  , ,A3
10607BFY00D0089,五,121.008577,24.794766,1,暴雨, , , , ,1,男,49,B0,小客車, , ,  , ,A3
10607BFY00D0090,六,120.991713,24.803652,1,暴雨, , , , ,1,男,32,B0,小客車, , ,  , ,A3
10607BFY00D0091,二,120.969729,24.801963,1,暴雨, , , , ,1,男,62,B0,小客車, , ,  , ,A3
10607BFY00D0092,日,120.967887,24.822249,1,暴雨, , , , ,1,男,40,B0,小客車, , ,  , ,A3
10607BFY00D0093,三,120.932565,24.841001, , , , , , ,1,男,40,B0,小客車, , ,  , ,A3
10607BFY00D0094,三,120.932565,24.841001,1,暴雨, , , , ,1,男,44,B0,小客車, , ,  , ,A3
10607BFY00E0001,一,0,0,1,暴雨, , , , ,1,男,34,B0,小客車, , ,  , ,A3
10608BFY00A0001,日,120.91557,24.783485,8,晴,1,日間自然光線,5,乾燥,1,男,36,B0,小客車, , ,  , ,A2
10608BFY00B0001,二,120.992312,24.815955,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,49,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0002,二,120.929958,24.788685,8,晴,1,日間自然光線,5,乾燥,2,女,20,C0,機車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0003,二,120.965669,24.769283,8,晴,1,日間自然光線,4,濕潤,1,男,36,B0,小客車, , ,  , ,A2
10608BFY00B0004,二,121.013267,24.783656,8,晴,1,日間自然光線,5,乾燥,2,女,41,B0,小客車, , ,  , ,A2
10608BFY00B0005,二,120.964547,24.804091,8,晴,1,日間自然光線,5,乾燥,1,男,54,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0006,二,120.967562,24.804176,8,晴,1,日間自然光線,5,乾燥,1,男,50,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0007,二,120.977186,24.805464,8,晴,1,日間自然光線,5,乾燥,1,男,35,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0008,二,120.972111,24.797536,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,34,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0009,三,120.949535,24.798516,8,晴,1,日間自然光線,5,乾燥,1,男,39,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0010,三,121.010598,24.796293,8,晴,1,日間自然光線,5,乾燥,1,男,40,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0011,二,120.983387,24.77712,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,35,B0,小客車, , ,  , ,A2
10608BFY00B0012,三,120.936481,24.839599,8,晴,1,日間自然光線,5,乾燥,2,女,66,B0,小客車, , ,  , ,A2
10608BFY00B0013,二,120.998364,24.795845,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,20,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A2
10608BFY00B0014,二,120.976645,24.801921,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,2,女,43,C0,機車,1,戴安全帽或繫安全帶(使用幼童安全椅),1,經觀察未飲酒,A2
10608BFY00B0015,三,120.973737,24.793711,8,晴,1,日間自然光線,5,乾燥,1,男,25,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0016,三,120.991715,24.803689,8,晴,1,日間自然光線,5,乾燥,1,男,30,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0017,三,120.974336,24.813658,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,22,B0,小客車,3,不明,1,經觀察未飲酒,A2
10608BFY00B0018,三,120.966085,24.804964,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,1,男,68,B0,小客車,4,其他(行人、慢車駕駛人),10,"非駕駛人,未檢測",A2
10608BFY00B0019,三,120.93794,24.794001,6,雨,3,夜間(或隧道、地下道、涵洞)有照明,4,濕潤,3,無或物(動物、堆置物),-1,  , , , ,  , ,A2
10608BFY00B0020,三,120.982475,24.788054,7,陰,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,37,B0,小客車, , ,  , ,A2
10608BFY00B0021,四,120.964872,24.807738,8,晴,2,晨或暮光,5,乾燥,1,男,43,B0,小客車, , ,  , ,A2
10608BFY00B0022,三,120.983012,24.804626,8,晴,3,夜間(或隧道、地下道、涵洞)有照明,5,乾燥,1,男,57,B0,小客車, , ,  , ,A2
10608BFY00B0023,四,120.975695,24.811921,8,晴,1,日間自然光線,5,乾燥,1,男,45,B0,小客車, , ,  , ,A2
10608BFY00B0024,三,120.97293,24.813709,8,晴,1,日間自然光線,5,乾燥,1,男,28,B0,小客車, , ,  , ,A2
